name,desc
Ṇ̃golondē,Name in Primitive Elvish: country of the Noldor
Orǭmē,Name in Primitive Elvish: Orome
Ossai,Name in Primitive Elvish: Ossë
Phayanāro,Name in Primitive Elvish: Spirit of Fire
Phiniñgornā,Name in Primitive Elvish: Fingon
siriānā,Name in Primitive Elvish: Sirion
slōno,Name in Primitive Elvish: Lhûn
tār(a)-ninqui-tilte,Name in Primitive Elvish: High White Peak
tarkhilde,Name in Primitive Elvish
Tata,Name in Primitive Elvish: Two
Tatie,Name in Primitive Elvish
Thār,Name in Primitive Elvish
thaurā,"Name in Primitive Elvish: detestable, abominable, horrible"
Thaurond-,Name in Primitive Elvish
Tindōmiselde,"Name in Primitive Elvish: Nightingale, (lit.) Daughter of Twilight"
tura-mbar,Name in Primitive Elvish: master of fate
Turukāno,Name in Primitive Elvish: Ruling Lord
Turukondō,Name in Primitive Elvish
Ulmō,Name in Primitive Elvish
Utupnu,Name in Primitive Elvish
Wairē,Name in Primitive Elvish: Weaver
Wolwē,Name in Primitive Elvish
Aicanáro,Name in Quenya: "Fell Fire; Sharp Flame" ⇐ aica + nár
Ailinel,Name in Quenya: ⇐ ailin + -iel
Ainulindalë,Name in Quenya: "Music of the Ainur" ⇐ Ainu + lindalë
Airefëa,Name in Quenya: "Holy Spirit" ⇐ airë¹ + fëa
Airë,Name in Quenya: pn. "Holy Queen"
Aiwendil,Name in Quenya: "Lover of Birds" ⇐ aiwë + -(n)dil
Alalvinórë,Name in Quenya: "Land of Many Elms" ⇐ alalvëa + nórë
Alamanyar,Name in Quenya: "(Elves) Not of Aman" ⇐ al(a)-¹ + Amanyar
Alatar,Name in Quenya: ⇐ ? + tar-¹
Alcarin,Name in Quenya: "Glorious" ⇐ alcarin(qua)
Alcarinquë,Name in Quenya: "Glorious" ⇐ alcarin(qua)
Alcarondas,Name in Quenya: "Castle of the Sea" ⇐ alcar + ?
Aldalómë,Name in Quenya: "Tree-twilight" ⇐ alda + lómë
Aldamir,Name in Quenya: "*Tree Jewel" ⇐ alda + mírë
Aldanil,Name in Quenya: "Lover of Trees" ⇐ alda + -(n)dil
Aldarion,Name in Quenya: "*Son of Trees" ⇐ alda (plural) + -ion
Aldaron,"Name in Quenya: "Lord of Forests, (lit.) Of Trees" ⇐ alda (genitive plural)"
Aldudénië,Name in Quenya: "Lament for the Two Trees" ⇐ alda (dual) + ?
Almaren,Name in Quenya: ⇐ ᴹQ. almare
Almarian,Name in Quenya: ⇐ ᴹQ. almare
Almiel,Name in Quenya: "?Blessed Daughter" ⇐ almë + -iel
Alqualondë,Name in Quenya: "Haven of the Swans" ⇐ alqua + londë
Altáriel,Name in Quenya: "Galadriel" ⇐ T. alata + riel(lë)
Aman,Name in Quenya: "Blessed Realm"
Amanar,Name in Quenya: "Yule" ⇐ #am- + Anar
Amandil,Name in Quenya: "Lover of Aman" ⇐ Aman + -(n)dil
Amaneldi,Name in Quenya: "*Elves of Aman" ⇐ Aman + Elda (plural)
Amanyar,Name in Quenya: "Those of Aman" ⇐ Aman + -ya¹ (plural)
Amarië,Name in Quenya: ⇐ márië
Ambaráto,Name in Quenya: "*High Champion" ⇐ amba¹ + aráto
Ambarmenië,Name in Quenya: "Way of the World" ⇐ Ambar + men- (gerund)
Ambaróna,Name in Quenya: "Eastern (Land)" ⇐ ambarónë
Ambarto,Name in Quenya: "*High and Lofty" ⇐ amba¹ + arata
Ambarussa,Name in Quenya: "Top-russet" ⇐ amba¹ + russa
Anairë,Name in Quenya: "*Holiest" ⇐ an- + airë¹
Anarcalin,Name in Quenya: "*Sun-Bright" ⇐ Anar + calina
Anardil,Name in Quenya: "*Lover of the Sun" ⇐ Anar + -(n)dil
Anárion,Name in Quenya: "*Son of the Sun" ⇐ Anar + -ion
Anarríma,Name in Quenya: "*Sun Border" ⇐ Anar + ᴹQ. ríma
Anaxartaron,Name in Quenya: pn. "Of the Ents and the Eagles"
Ancalimë,Name in Quenya: "*Brightest (f.)" ⇐ an- + calima
Ancalimon,Name in Quenya: "*Brightest (m.)" ⇐ an- + calima
Andafalassë,Name in Quenya: "Langstrand" ⇐ anda + falassë
Andafangar,Name in Quenya: "Longbeards" ⇐ anda + #fanga (plural)
Andor,Name in Quenya: "Land of Gift" ⇐ anna + -ndor
Anducal,Name in Quenya: "*Light of the West" ⇐ andú- + cala
Anduinë,Name in Quenya: "Long River" ⇐ anda + -(n)duinë
Andúnë,Name in Quenya: "The West" ⇐ andúnë
Andúnië,Name in Quenya: "Sunset" ⇐ andúnë + -ië¹
Andúril,Name in Quenya: "Flame of the West" ⇐ andú- + √RIL
Andustar,Name in Quenya: "Westlands"
Angainor,Name in Quenya: pn.
Angalailin,Name in Quenya: "Mirrormere" ⇐ angal + ailin
Angamaitë,Name in Quenya: "Iron-handed" ⇐ anga + maitë
Angamando,"Name in Quenya: "Iron Prison, Iron-gaol" ⇐ anga + mando"
Angaráto,Name in Quenya: "*Iron Champion" ⇐ anga + aráto
Annatar,Name in Quenya: "Lord of Gifts" ⇐ anna + tar-¹
Apanónar,Name in Quenya: "After-born" ⇐ apa¹ + #nóna
Aracáno,Name in Quenya: "High Chieftain"
Aracondo,Name in Quenya: "*Noble Prince" ⇐ ar(a)- + cundo
Aracorno,Name in Quenya: "Aragorn" ⇐ ar(a)- + ?
Arafinwë,Name in Quenya: "*Noble Finwë" ⇐ ar(a)- + Finwë
Araman,"Name in Quenya: "Outside Aman, *Beside Aman" ⇐ ar- + Aman"
Aran,Name in Quenya: pn. "King of Middle-earth"
Aranórë,Name in Quenya: "Kingsland" ⇐ aran + nórë
Arantar,Name in Quenya: "*High King" ⇐ aran + tar-¹
Aranwë,Name in Quenya: "*King-person" ⇐ aran + -wë
Aranwion,Name in Quenya: "Son of Aranwë" ⇐ Aranwë + -ion
Aratan,Name in Quenya: "*Noble Man" ⇐ ar(a)- + Atan
Aratar,"Name in Quenya: "High Ones, The Exalted, The Supreme" ⇐ arata (plural)"
Arcantiër,Name in Quenya: "Major Patterns" ⇐ ar(a)- + #cantië (plural)
Arcastar,Name in Quenya: "Tolkien"
Arciryas,Name in Quenya: "*Noble Ship" ⇐ ar(a)- + cirya¹
Arda,"Name in Quenya: "The World, (lit.) Realm""
Arda,Name in Quenya: pn. "Arda Unmarred"
Arda,Name in Quenya: pn. "Arda Healed"
^Arda,Name in Quenya: pn. "Arda Marred"
Arda,Name in Quenya: pn. "Arda Marred"
Ardamin,Name in Quenya: "*World Tower" ⇐ Arda + mindon
Ardamir,Name in Quenya: "*World-jewel" ⇐ Arda + mírë
Ardamírë,Name in Quenya: "Jewel of the World" ⇐ Arda + mírë
Ardaranyë,Name in Quenya: "Kingdom of Arda"
Arda,Name in Quenya: pn. "Arda Marred"
Arda,Name in Quenya: pn. "Arda Marred"
Arda,Name in Quenya: pn. "Arda Unmarred"
Arfanyarassë,Name in Quenya: "High Shining White Peak" ⇐ ar(a)- + fanya + rassë
Argoldo,Name in Quenya: "Noble Noldo" ⇐ ar(a)- + Noldo
Arien,Name in Quenya: "Maiden of the Sun" ⇐ árë + -ien¹
Armenelos,Name in Quenya: "City of the Kings; *(lit.) Noble Heaven City" ⇐ ar(a)- + menel + osto (suffix)
Artafindë,Name in Quenya: "*Noble [Golden] Hair" ⇐ arata + findë
Artaher,Name in Quenya: "Noble Lord" ⇐ arata + heru
Artamir,Name in Quenya: "*Noble Jewel" ⇐ arata + mírë
Artanáro,Name in Quenya: "*Noble Fire" ⇐ arata + nár
Artanga,Name in Quenya: "*Noble Iron" ⇐ arata + anga
Artanis,Name in Quenya: "Noble Woman" ⇐ arata + nís
Artano,Name in Quenya: "High-smith" ⇐ ar(a)- + tamo
Artaresto,Name in Quenya: ⇐ arata + ?
Arvernien,Name in Quenya: "Land(s) beside the Verna" ⇐ ar- + Verna + #-ien²
Astaldo,Name in Quenya: "Valiant" ⇐ astalda
Atalantë,Name in Quenya: "Downfall(en)" ⇐ atalantë
Atanalcar,Name in Quenya: "*Man Glory" ⇐ Atan + alcar
Atanamir,Name in Quenya: "*Man Jewel" ⇐ Atan + mírë
Atanatar,Name in Quenya: "Father of Men" ⇐ Atan + atar¹
Atanatárion,Name in Quenya: "(Legendarium) of the Fathers of Men" ⇐ Atanatar (genitive plural)
Atandil,Name in Quenya: "Friend of Men" ⇐ Atan + -(n)dil
Atarincë,Name in Quenya: "Little Father" ⇐ atar¹ + #-incë
atendëa,Name in Quenya: "double-middle" ⇐ at(a)- + #endëa
Attalyar,"Name in Quenya: "Bipeds, (lit.) The Two-footed" ⇐ #attalya (plural)"
Attólamaitë,Name in Quenya: "biconsonantal" ⇐ atta + #ólamaitë
Atyamar,Name in Quenya: "*Second Home" ⇐ †tatya + már
Atyarussa,Name in Quenya: "Second-russa"
Aulë,"Name in Quenya: "The Maker, The Smith""
Aulendil,Name in Quenya: "Servant of Aulë" ⇐ Aulë + -(n)dil
Aulendur,Name in Quenya: "Servant of Aulë" ⇐ Aulë + -(n)dur
Aulëonnar,Name in Quenya: "Children of Aulë"
Aurel,Name in Quenya: "Elf who left Middle-earth for Aman"
Avallónë,Name in Quenya: "Outer Isle" ⇐ #ava¹ + #lónë
Avamanyar,Name in Quenya: "Elves who would not go to Aman" ⇐ ava-² + Amanyar
Avar,"Name in Quenya: "Refuser, Elf who did not journey to Aman" ⇐ ava-¹ + #-r(o)"
Avarin,"Name in Quenya: "language(s) of the Avari, *of the Avari" ⇐ Avar + #-rin"
†Avathar,Name in Quenya: "Shadows"
Axantur,Name in Quenya: "*Master of Law" ⇐ axan + -tur
Calacirian,Name in Quenya: "Anglicanized Calaciryan"
Calacirya,Name in Quenya: "Pass of Light" ⇐ cala + cirya²
Calaciryan,Name in Quenya: "*Land of Calacirya" ⇐ Calacirya + ✶yandē
Calantar,Name in Quenya: "Light-giver" ⇐ cala + anta- + #-r(o)
Calaquenderin,Name in Quenya: pn.
Calaquendi,"Name in Quenya: "Elves of the Light, (lit.) Light Elves" ⇐ cala + Quendë (plural)"
Calimehtar,Name in Quenya: "*Bright Warrior" ⇐ calima + #mehtar
Calimmacil,Name in Quenya: "*Bright Sword" ⇐ calima + macil
Calion,Name in Quenya: "*Son of Light" ⇐ cala + -ion
Caliondo,Name in Quenya: ⇐ cala + -ndo
Calmacil,"Name in Quenya: "*Sword of Light, Shining Sword" ⇐ cala + macil"
Calmindon,Name in Quenya: "Light-tower" ⇐ cala + mindon
Caltáriel,"Name in Quenya: "woman crowned with glory, radiance""
Canafinwë,Name in Quenya: "Strong-voiced Finwë" ⇐ cáno + Finwë
Carma-cundo,Name in Quenya: "Helm-guardian"
Carnil,Name in Quenya: "*Red Star" ⇐ carnë + †él
Carnimírië,Name in Quenya: "Red-jewelled" ⇐ carnë + mírëa + -ië¹
Carnistir,Name in Quenya: "Red-face"
Casallië,Name in Quenya: "*Dwarf-folk" ⇐ Casar (assimilated) + lië
Casarrondo,Name in Quenya: "Dwarrowvault" ⇐ Casar + rondo¹
Castamir,Name in Quenya: ⇐ ? + mírë
Celecormë,Name in Quenya: m.
Cemendur,Name in Quenya: "*Servant of the Earth" ⇐ cemen + -(n)dur
Ciriáran,"Name in Quenya: "Mariner King, *(lit.) Ship King" ⇐ cirya¹ + aran"
Ciryaher,Name in Quenya: "*Ship Lord" ⇐ cirya¹ + heru
Ciryandil,Name in Quenya: "*Ship Lover" ⇐ cirya¹ + -(n)dil
Ciryatan,"Name in Quenya: "Shipbuilder, Shipwright" ⇐ ciryatan"
Ciryatur,Name in Quenya: "*Ship-master" ⇐ cirya¹ + -tur
Ciryon,Name in Quenya: m.
Cormacolindor,Name in Quenya: "Ring-bearers" ⇐ #corma + #colindo (plural)
Cormarë,Name in Quenya: "Ringday"
Corollairë,"Name in Quenya: "Green Mound, *(lit.) Mound of Summer" ⇐ coron (assimilated) + lairë"
Coron,Name in Quenya: loc. "Mound Ever-summer" ⇐ coron + oi(o) + lairë
Cuiviénen,Name in Quenya: "Water of Awakening" ⇐ cuivië¹ + nén
Cuivienyarna,Name in Quenya: "Legend of the Awakening [of the Quendi]"
Culúrien,Name in Quenya: "*Golden Garland" ⇐ √KUL + rië¹
Curufinwë,Name in Quenya: "*Skilled-Finwë" ⇐ curu + Finwë
Curumo,Name in Quenya: "*Skilled-one" ⇐ curu + -mo
Eälótë,Name in Quenya: "*Sea Flower" ⇐ ëar + lótë
Eämbar¹,Name in Quenya: "Sea-dwelling" ⇐ ëar + már
Eämbar²,Name in Quenya: "Creation as a Whole" ⇐ Eä + Ambar
Eärambar,Name in Quenya: "Walls of Eä" ⇐ Eä + ramba (plural)
Eärendil,Name in Quenya: "Lover of the Sea" ⇐ ëar + -(n)dil
Eärendur,"Name in Quenya: "Mariner, *(lit.) Servant of the Sea" ⇐ ëar + -(n)dur"
Eärnil,Name in Quenya: "*Lover of the Sea" ⇐ ëar + -(n)dil
Eärnur,Name in Quenya: "*Servant of the Sea" ⇐ ëar + -(n)dur
Eärrámë,Name in Quenya: "Sea-wing" ⇐ ëar + ráma
Eärwen,Name in Quenya: "*Sea-maiden" ⇐ ëar + vendë (suffix)
Ecelli,Name in Quenya: "The Forsaken"
Ekkaia,Name in Quenya: "Outer Sea"
Elatan,Name in Quenya: "*Star Man" ⇐ †él + Atan
Eldacar,Name in Quenya: "Elfhelm" ⇐ Elda + carma¹
Elda-lambë,Name in Quenya: "Language of the Eldar"
Eldalondë,Name in Quenya: "Haven of the Eldar" ⇐ Elda + londë
Eldalótë,Name in Quenya: "Elven-flower"
Eldamar,Name in Quenya: "Elvenhome" ⇐ Elda + már
Eldameldor,"Name in Quenya: "Elf-friends, Elf-lovers" ⇐ Elda + #meldo (plural)"
Eldandil,Name in Quenya: "Elf-friend" ⇐ Elda + -(n)dil
Eldanna,Name in Quenya: "*Elf-wards" ⇐ Elda + -nna
Eldanor,Name in Quenya: "Elvenland" ⇐ Elda + nórë
Eldanyárë,Name in Quenya: "History of the Elves" ⇐ Elda + nyárë
Eldarion,Name in Quenya: "*Son of the Eldar" ⇐ Elda (plural) + -ion
Eldavehtë,"Name in Quenya: "a habitation, haunt or place occupied by Eldar""
†Eldo,Name in Quenya: "one of the Marchers"
Elemmacil,Name in Quenya: "*Star Sword" ⇐ elen + macil
Elemmírë,"Name in Quenya: "Elven-gem, Star-gem" ⇐ elen (assimilated) + mírë"
Elendë,Name in Quenya: "Elfland"
Elendil,"Name in Quenya: "Elf-friend, Star-lover" ⇐ Elda + elen + -(n)dil"
Elendili,Name in Quenya: "Elf-friends" ⇐ Elendil (plural)
Elendilmir,Name in Quenya: "Star of Elendil" ⇐ Elendil + mírë
Elendur,Name in Quenya: "*Star-servant" ⇐ elen + -(n)dur
Elenna,Name in Quenya: "Starwards" ⇐ elen + -nna
Elenna-nórë,Name in Quenya: "The Land of the Star" ⇐ Elenna + nórë
Elentári,"Name in Quenya: "Queen of the Stars, Star-queen" ⇐ elen + tári"
Elentir,Name in Quenya: "*Star-gazer" ⇐ elen + tir-
Elentirmo,Name in Quenya: "Star-watcher"
Elenwë,Name in Quenya: ⇐ elen + -wë
Elerondiel,Name in Quenya: "*Daughter of Elrond" ⇐ *Elerondo + -iel
*Elerondo,"Name in Quenya: "Elrond, (lit.) Star-dome" ⇐ elen + rondo¹"
Elerondorel,Name in Quenya: "*Daughter of Elrond" ⇐ *Elerondo + seldë
Elerossë,Name in Quenya: "Star Foam" ⇐ elen + #rossë
Elerrína,Name in Quenya: "Crowned with Stars" ⇐ elen + rína
Elessar,Name in Quenya: "Elfstone" ⇐ elen (assimilated) + #sar
Elestirnë,Name in Quenya: "Star-brow" ⇐ elen (assimilated) + *estirnë
Elmo,Name in Quenya: m.
Elostirion,Name in Quenya: "*Star Fort" ⇐ †él + ᴹQ. ostirion
Elpino,Name in Quenya: "*Christ"
Elwë,Name in Quenya: ⇐ †él + -wë
Emerië,Name in Quenya: "?The Herding" ⇐ #emer- + -ië²
enderi,Name in Quenya: "middle-days" ⇐ endë + ré (plural suffix)
Endórë,"Name in Quenya: "Middle-earth, (lit.) Middle Land" ⇐ endë + nórë"
Enellië,Name in Quenya: "*Company of Enel" ⇐ ✶Enel + lië
Engwar,"Name in Quenya: "Men, (lit.) The Sickly" ⇐ #engwa (plural)"
Entulessë,Name in Quenya: "Return" ⇐ entulessë
Envinyatar,Name in Quenya: "Renewer" ⇐ #envinyata- + #-r(o)
Eönwë,Name in Quenya: ⇐ ? + -wë
Ercambo,"Name in Quenya: "Onehand(ed), One-hand Man" ⇐ er + camba"
Ercantië,Name in Quenya: "Great Pattern" ⇐ er + #cantië
Erendis,Name in Quenya: "?Lonely Bride" ⇐ er? + indis?
Eressëa,Name in Quenya: "Lonely (Isle)" ⇐ eressëa
Ermenië,Name in Quenya: "One Beginning" ⇐ er + men- (gerund)
Erólamaitë,Name in Quenya: "uniconsonantal" ⇐ er + #ólamaitë
Eruamillë,Name in Quenya: "*Mother of God" ⇐ Eru + amil(lë)
#Eruanna,Name in Quenya: "[God's] Grace" ⇐ Eru + anna
Eruhantalë,Name in Quenya: "Thanksgiving of Eru" ⇐ Eru + #hantalë
Eruhin,Name in Quenya: "Child of Eru (God)" ⇐ Eru + hína (suffix)
Eruion,Name in Quenya: "*Son of God" ⇐ Eru + -ion
Erukyermë,Name in Quenya: "Prayer of Eru"
Erulaitalë,Name in Quenya: "Praise of Eru" ⇐ Eru + #laitalë
Erulingar,Name in Quenya: "Rohirrim"
#Erulissë,Name in Quenya: "[God's] Grace" ⇐ Eru + lissë²
#Eruman,Name in Quenya: "Heaven" ⇐ Eru + √MAN
Eruontarië,"Name in Quenya: "*Mother of God, (lit.) God-genetrix" ⇐ Eru + ontari(l)"
Erusēn,Name in Quenya: "Children of God" ⇐ Eru + #sén (plural)
Essecarmë,Name in Quenya: "Name-making"
Essecenta,Name in Quenya: pn. "Enquiry (into the origins) of the Elvish names"
Essecilmë,Name in Quenya: "Name-choosing" ⇐ essë¹ + cilmë
Estë,"Name in Quenya: "Rest, Repose, Peace""
Estelmo,Name in Quenya: "*Hope-person" ⇐ estel + -mo
Etyangoldi,Name in Quenya: "Exiled Noldor"
Etya-noldorin,Name in Quenya: "Exile-Noldorin"
Fairondi,Name in Quenya: "Incarnates" ⇐ fairë + hrondo
Falarombar,Name in Quenya: ⇐ √PHAL + romba (plural)
Falassion,Name in Quenya: "*Shore-son" ⇐ falassë + -ion
Falastur,Name in Quenya: "Lord of the Coasts" ⇐ falassë + -tur
Falmari,"Name in Quenya: "Sea-elves, (lit.) Wave-folk" ⇐ falma"
Faniel,Name in Quenya: ⇐ ? + -iel
Fëanáro,Name in Quenya: "Spirit of Fire" ⇐ fëa + nár
Fëanoreva,Name in Quenya: pn. "Feanorian Alphabet"
Fëanturi,Name in Quenya: "Masters of Spirits" ⇐ fëa + -tur (plural)
Findaráto,Name in Quenya: "*[Golden] Hair Champion" ⇐ findë + aráto
Findecáno,Name in Quenya: "*Hair Commander" ⇐ findë + cáno
Findis,Name in Quenya: ⇐ Finwë + Indis
Finvain,Name in Quenya: f.
Finwë,Name in Quenya: ⇐ √PHIN¹ + -wë
Finwion,Name in Quenya: "Son of Finwë" ⇐ Finwë + -ion
Fíriel,Name in Quenya: "She that Died; She that Sighed" ⇐ fir- + -iel
Fírima,"Name in Quenya: "Mortal, (lit.) One Apt to Die" ⇐ fírima"
Firindil,Name in Quenya: "Friend of Men" ⇐ Fírima + -(n)dil
Firya,Name in Quenya: "Mortal" ⇐ firya
Follondië,Name in Quenya: "North-harbourage" ⇐ formen (prefix) + #londië
Formenos,Name in Quenya: "Northern Fortress" ⇐ formen + osto (suffix)
Forontë,Name in Quenya: "Northern Lamp"
Forostar,Name in Quenya: "Northlands"
Haimenar,Name in Quenya: "*Far-farer" ⇐ ᴹ√KHAY + men- + #-r(o)
Hallacar,Name in Quenya: "*Tall Helm" ⇐ halla + carma¹
Hallatan,Name in Quenya: "*Tall Man" ⇐ halla + Atan
Hávanissi,Name in Quenya: "Bread-women" ⇐ háva + nís (plural)
Hecel,Name in Quenya: "Elf who stayed in Beleriand" ⇐ hecil + Elda
Hecelmar,Name in Quenya: "*Home of the Hecel" ⇐ Hecel + már
Helcar,Name in Quenya: ⇐ helca
Helcaraxë,Name in Quenya: "Grinding Ice" ⇐ helca + #caraxë
Helluin,Name in Quenya: "?Ice or Sky Blue" ⇐ ? + luinë
Heren,Name in Quenya: pn. "Order of Wizards" ⇐ heren + Istar (genitive plural)
